image_path,mineral,durete
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0329.jpg,gold,2.73
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0330.jpg,gold,2.86
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0331.jpg,gold,2.83
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0332.jpg,gold,2.85
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0333.jpg,gold,2.5
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0334.jpg,gold,2.61
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0335.jpg,gold,2.83
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0336.jpg,gold,2.74
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0337.jpg,gold,2.5
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0338.jpg,gold,2.9
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0339.jpg,gold,2.89
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0340.jpg,gold,2.77
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0341.jpg,gold,2.53
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0342.jpg,gold,2.88
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0343.jpg,gold,2.79
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0344.jpg,gold,2.89
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0345.jpg,gold,2.88
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0346.jpg,gold,2.9
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0347.jpg,gold,2.76
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0348.jpg,gold,2.57
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0349.jpg,gold,2.84
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0350.jpg,gold,2.81
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0351.jpg,gold,2.87
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0352.jpg,gold,2.58
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0353.jpg,gold,2.6
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0354.jpg,gold,2.95
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0355.jpg,gold,2.87
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0356.jpg,gold,2.95
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0357.jpg,gold,2.88
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0358.jpg,gold,2.8
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0359.jpg,gold,2.83
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0360.jpg,gold,2.94
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0361.jpg,gold,2.79
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0362.jpg,gold,2.82
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0363.jpg,gold,2.58
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0364.jpg,gold,2.74
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0365.jpg,gold,2.86
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0366.jpg,gold,2.64
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0367.jpg,gold,2.6
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0368.jpg,gold,2.66
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0369.jpg,gold,2.62
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0370.jpg,gold,2.61
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0371.jpg,gold,2.71
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0372.jpg,gold,2.95
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0373.jpg,gold,2.75
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0374.jpg,gold,2.59
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0375.jpg,gold,2.54
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0376.jpg,gold,2.85
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0377.jpg,gold,2.69
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0378.jpg,gold,2.91
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0379.jpg,gold,2.83
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0380.jpg,gold,2.9
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0381.jpg,gold,2.64
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0382.jpg,gold,2.85
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0383.jpg,gold,2.63
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0384.jpg,gold,2.97
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0385.jpg,gold,2.82
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0386.jpg,gold,2.66
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0387.jpg,gold,2.63
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0388.jpg,gold,2.6
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0389.jpg,gold,2.85
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0390.jpg,gold,2.61
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0391.jpg,gold,2.8
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0392.jpg,gold,2.63
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0393.jpg,gold,2.83
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0394.jpg,gold,2.91
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0395.jpg,gold,2.89
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0396.jpg,gold,2.88
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0397.jpg,gold,2.59
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0398.jpg,gold,2.54
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0399.jpg,gold,2.85
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0400.jpg,gold,2.68
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0401.jpg,gold,2.72
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0402.jpg,gold,2.52
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0403.jpg,gold,2.63
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0404.jpg,gold,2.52
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0405.jpg,gold,2.94
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0406.jpg,gold,2.62
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0407.jpg,gold,2.78
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0408.jpg,gold,2.52
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0409.jpg,gold,2.83
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0410.jpg,gold,2.66
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0411.jpg,gold,2.95
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0412.jpg,gold,2.94
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0413.jpg,gold,2.66
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0414.jpg,gold,2.95
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0415.jpg,gold,3.0
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0416.jpg,gold,2.91
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0417.jpg,gold,2.92
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0418.jpg,gold,2.62
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0419.jpg,gold,2.79
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0420.jpg,gold,2.53
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0421.jpg,gold,2.55
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0422.jpg,gold,3.0
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0423.jpg,gold,2.66
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0424.jpg,gold,2.87
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0425.jpg,gold,2.9
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0426.jpg,gold,2.93
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0427.jpg,gold,3.0
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0428.jpg,gold,2.62
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0429.jpg,gold,2.52
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0430.jpg,gold,2.71
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0431.jpg,gold,2.57
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0432.jpg,gold,2.51
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0433.jpg,gold,2.68
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0434.jpg,gold,2.89
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0435.jpg,gold,2.78
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0436.jpg,gold,2.66
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0437.jpg,gold,2.83
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0438.jpg,gold,2.62
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0439.jpg,gold,2.51
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0440.jpg,gold,2.88
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0441.jpg,gold,2.81
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0442.jpg,gold,2.88
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0443.jpg,gold,2.52
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0444.jpg,gold,2.92
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0445.jpg,gold,2.81
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0446.jpg,gold,2.78
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0447.jpg,gold,2.81
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0448.jpg,gold,2.93
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0449.jpg,gold,2.79
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0450.jpg,gold,2.79
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0451.jpg,gold,3.0
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0452.jpg,gold,2.88
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0453.jpg,gold,2.72
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0454.jpg,gold,2.85
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0455.jpg,gold,2.69
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0456.jpg,gold,2.61
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0457.jpg,gold,2.8
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0458.jpg,gold,2.96
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0459.jpg,gold,2.96
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0460.jpg,gold,2.67
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0461.jpg,gold,2.76
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0462.jpg,gold,2.61
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0463.jpg,gold,3.0
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0464.jpg,gold,2.99
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0465.jpg,gold,2.82
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0466.jpg,gold,2.9
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0467.jpg,gold,2.86
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0468.jpg,gold,2.8
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0469.jpg,gold,2.53
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0470.jpg,gold,2.73
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0471.jpg,gold,2.84
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0472.jpg,gold,2.84
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0473.jpg,gold,2.69
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0474.jpg,gold,2.97
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0475.jpg,gold,2.58
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0476.jpg,gold,2.75
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0477.jpg,gold,2.85
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0478.jpg,gold,2.85
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0479.jpg,gold,2.82
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0480.jpg,gold,2.64
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0481.jpg,gold,2.58
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0482.jpg,gold,2.82
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0483.jpg,gold,2.8
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0484.jpg,gold,2.59
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0485.jpg,gold,2.85
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0486.jpg,gold,2.73
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0487.jpg,gold,2.83
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0488.jpg,gold,2.92
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0489.jpg,gold,2.58
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0490.jpg,gold,2.51
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0491.jpg,gold,2.89
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0492.jpg,gold,2.8
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0493.jpg,gold,2.85
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0494.jpg,gold,2.92
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0495.jpg,gold,2.9
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0496.jpg,gold,2.98
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0497.jpg,gold,2.77
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0498.jpg,gold,2.74
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0499.jpg,gold,2.7
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0500.jpg,gold,2.58
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0501.jpg,gold,2.79
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0502.jpg,gold,2.64
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0503.jpg,gold,2.96
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0504.jpg,gold,2.79
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0505.jpg,gold,2.8
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0506.jpg,gold,2.68
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0507.jpg,gold,2.53
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0508.jpg,gold,2.52
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0509.jpg,gold,2.71
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0510.jpg,gold,2.54
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0511.jpg,gold,2.8
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0512.jpg,gold,2.94
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0513.jpg,gold,2.94
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0514.jpg,gold,2.83
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0515.jpg,gold,2.61
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0516.jpg,gold,2.93
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0517.jpg,gold,2.94
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0518.jpg,gold,2.6
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0519.jpg,gold,2.87
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0520.jpg,gold,2.64
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0521.jpg,gold,2.9
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0522.jpg,gold,3.0
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0523.jpg,gold,2.52
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0524.jpg,gold,2.95
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0525.jpg,gold,2.81
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0526.jpg,gold,2.99
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0527.jpg,gold,2.73
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0528.jpg,gold,2.92
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0529.jpg,gold,2.53
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0530.jpg,gold,2.67
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0531.jpg,gold,2.53
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0532.jpg,gold,2.99
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0533.jpg,gold,2.91
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0534.jpg,gold,2.93
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0535.jpg,gold,2.97
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0536.jpg,gold,2.54
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0537.jpg,gold,2.69
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0538.jpg,gold,2.54
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0539.jpg,gold,2.61
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0540.jpg,gold,2.61
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0541.jpg,gold,2.73
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0542.jpg,gold,2.63
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0543.jpg,gold,2.55
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0544.jpg,gold,2.58
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0545.jpg,gold,2.57
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0546.jpg,gold,2.99
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0547.jpg,gold,2.88
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0548.jpg,gold,2.98
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0549.jpg,gold,2.72
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0550.jpg,gold,2.64
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0551.jpg,gold,2.9
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0552.jpg,gold,2.66
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0553.jpg,gold,2.65
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0554.jpg,gold,2.62
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0555.jpg,gold,2.56
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0556.jpg,gold,2.63
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0557.jpg,gold,2.68
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0558.jpg,gold,2.84
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0559.jpg,gold,2.53
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0560.jpg,gold,2.61
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0561.jpg,gold,2.9
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0562.jpg,gold,2.57
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0563.jpg,gold,2.67
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0564.jpg,gold,2.93
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0565.jpg,gold,2.58
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0566.jpg,gold,2.54
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0567.jpg,gold,2.74
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0568.jpg,gold,2.65
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0569.jpg,gold,2.78
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0570.jpg,gold,2.9
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0571.jpg,gold,2.57
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0572.jpg,gold,2.79
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0573.jpg,gold,2.75
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0574.jpg,gold,2.57
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0575.jpg,gold,2.81
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0576.jpg,gold,2.64
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0577.jpg,gold,2.74
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0578.jpg,gold,2.54
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0579.jpg,gold,2.73
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0580.jpg,gold,2.65
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0581.jpg,gold,2.91
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0582.jpg,gold,2.53
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0583.jpg,gold,2.71
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0584.jpg,gold,2.73
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0585.jpg,gold,2.86
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0586.jpg,gold,2.79
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0587.jpg,gold,2.83
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0588.jpg,gold,2.89
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0589.jpg,gold,2.93
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0590.jpg,gold,2.66
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0591.jpg,gold,2.77
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0592.jpg,gold,2.92
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0593.jpg,gold,2.99
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0594.jpg,gold,2.94
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0595.jpg,gold,2.69
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0596.jpg,gold,2.6
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0597.jpg,gold,2.74
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0598.jpg,gold,2.87
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0599.jpg,gold,2.75
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0600.jpg,gold,2.74
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0601.jpg,gold,2.92
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0602.jpg,gold,2.68
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0603.jpg,gold,2.93
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0604.jpg,gold,2.7
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0605.jpg,gold,2.66
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0606.jpg,gold,2.73
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0607.jpg,gold,2.88
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0608.jpg,gold,2.56
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0609.jpg,gold,2.6
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0610.jpg,gold,2.98
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0611.jpg,gold,2.59
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0612.jpg,gold,2.78
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0613.jpg,gold,2.79
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0614.jpg,gold,2.74
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0615.jpg,gold,2.82
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0616.jpg,gold,2.61
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0617.jpg,gold,2.78
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0618.jpg,gold,2.69
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0619.jpg,gold,2.83
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0620.jpg,gold,2.57
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0621.jpg,gold,2.79
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0622.jpg,gold,2.59
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0623.jpg,gold,2.64
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0624.jpg,gold,2.61
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0625.jpg,gold,2.59
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0626.jpg,gold,2.91
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0627.jpg,gold,2.64
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0628.jpg,gold,2.96
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0629.jpg,gold,2.98
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0630.jpg,gold,2.79
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0631.jpg,gold,2.57
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0632.jpg,gold,2.69
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0633.jpg,gold,2.9
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0634.jpg,gold,2.68
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0635.jpg,gold,2.54
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0636.jpg,gold,2.78
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0637.jpg,gold,2.92
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0638.jpg,gold,2.9
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0639.jpg,gold,2.59
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0640.jpg,gold,2.84
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0641.jpg,gold,2.61
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0642.jpg,gold,2.61
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0643.jpg,gold,2.94
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0644.jpg,gold,2.62
C:/Users/dembe/Desktop/projet_minerai/images\gold\gold_0645.jpg,gold,2.63
